'OpenML_Dataset_ID','Dataset_Name','Attribute_Name','Attribute_Type'
5,'arrhythmia','chDIII_QwaveAmp','Numeric'
5,'arrhythmia','chDIII_RwaveAmp','Numeric'
5,'arrhythmia','chDIII_SwaveAmp','Numeric'
5,'arrhythmia','chDIII_RPwaveAmp','Numeric'
5,'arrhythmia','chDIII_SPwaveAmp','Nominal'
5,'arrhythmia','chDIII_PwaveAmp','Numeric'
5,'arrhythmia','chDIII_TwaveAmp','Numeric'
5,'arrhythmia','chDIII_QRSA','Numeric'
5,'arrhythmia','chDIII_QRSTA','Numeric'
5,'arrhythmia','chAVR_JJwaveAmp','Numeric'
5,'arrhythmia','chAVR_QwaveAmp','Numeric'
5,'arrhythmia','chAVR_RwaveAmp','Numeric'
5,'arrhythmia','chAVR_SwaveAmp','Numeric'
5,'arrhythmia','chAVR_RPwaveAmp','Numeric'
5,'arrhythmia','chAVR_SPwaveAmp','Nominal'
5,'arrhythmia','chAVR_PwaveAmp','Numeric'
5,'arrhythmia','chAVR_TwaveAmp','Numeric'
5,'arrhythmia','chAVR_QRSA','Numeric'
5,'arrhythmia','chAVR_QRSTA','Numeric'
5,'arrhythmia','chAVL_JJwaveAmp','Numeric'
5,'arrhythmia','chAVL_QwaveAmp','Numeric'
5,'arrhythmia','chAVL_RwaveAmp','Numeric'
5,'arrhythmia','chAVL_SwaveAmp','Numeric'
5,'arrhythmia','chAVL_RPwaveAmp','Nominal'
5,'arrhythmia','chAVL_SPwaveAmp','Nominal'
5,'arrhythmia','chAVL_PwaveAmp','Numeric'
5,'arrhythmia','chAVL_TwaveAmp','Numeric'
5,'arrhythmia','chAVL_QRSA','Numeric'
5,'arrhythmia','chAVL_QRSTA','Numeric'
5,'arrhythmia','chAVF_JJwaveAmp','Numeric'
5,'arrhythmia','chAVF_QwaveAmp','Numeric'
5,'arrhythmia','chAVF_RwaveAmp','Numeric'
5,'arrhythmia','chAVF_SwaveAmp','Numeric'
5,'arrhythmia','chAVF_RPwaveAmp','Nominal'
5,'arrhythmia','chAVF_SPwaveAmp','Nominal'
5,'arrhythmia','chAVF_PwaveAmp','Numeric'
5,'arrhythmia','chAVF_TwaveAmp','Numeric'
5,'arrhythmia','chAVF_QRSA','Numeric'
5,'arrhythmia','chAVF_QRSTA','Numeric'
5,'arrhythmia','chV1_JJwaveAmp','Numeric'
5,'arrhythmia','chV1_QwaveAmp','Numeric'
5,'arrhythmia','chV1_RwaveAmp','Numeric'
5,'arrhythmia','chV1_SwaveAmp','Numeric'
5,'arrhythmia','chV1_RPwaveAmp','Numeric'
5,'arrhythmia','chV1_SPwaveAmp','Nominal'
5,'arrhythmia','chV1_PwaveAmp','Numeric'
5,'arrhythmia','chV1_TwaveAmp','Numeric'
5,'arrhythmia','chV1_QRSA','Numeric'
5,'arrhythmia','chV1_QRSTA','Numeric'
5,'arrhythmia','chV2_JJwaveAmp','Numeric'
5,'arrhythmia','chV2_QwaveAmp','Numeric'
5,'arrhythmia','chV2_RwaveAmp','Numeric'
5,'arrhythmia','chV2_SwaveAmp','Numeric'
5,'arrhythmia','chV2_RPwaveAmp','Numeric'
5,'arrhythmia','chV2_SPwaveAmp','Nominal'
5,'arrhythmia','chV2_PwaveAmp','Numeric'
5,'arrhythmia','chV2_TwaveAmp','Numeric'
5,'arrhythmia','chV2_QRSA','Numeric'
5,'arrhythmia','chV2_QRSTA','Numeric'
5,'arrhythmia','chV3_JJwaveAmp','Numeric'
5,'arrhythmia','chV3_QwaveAmp','Numeric'
5,'arrhythmia','chV3_RwaveAmp','Numeric'
5,'arrhythmia','chV3_SwaveAmp','Numeric'
5,'arrhythmia','chV3_RPwaveAmp','Nominal'
5,'arrhythmia','chV3_SPwaveAmp','Nominal'
5,'arrhythmia','chV3_PwaveAmp','Numeric'
5,'arrhythmia','chV3_TwaveAmp','Numeric'
5,'arrhythmia','chV3_QRSA','Numeric'
5,'arrhythmia','chV3_QRSTA','Numeric'
5,'arrhythmia','chV4_JJwaveAmp','Numeric'
5,'arrhythmia','chV4_QwaveAmp','Numeric'
5,'arrhythmia','chV4_RwaveAmp','Numeric'
5,'arrhythmia','chV4_SwaveAmp','Numeric'
5,'arrhythmia','chV4_RPwaveAmp','Nominal'
5,'arrhythmia','chV4_SPwaveAmp','Nominal'
5,'arrhythmia','chV4_PwaveAmp','Numeric'
5,'arrhythmia','chV4_TwaveAmp','Numeric'
5,'arrhythmia','chV4_QRSA','Numeric'
5,'arrhythmia','chV4_QRSTA','Numeric'
5,'arrhythmia','chV5_JJwaveAmp','Numeric'
5,'arrhythmia','chV5_QwaveAmp','Numeric'
5,'arrhythmia','chV5_RwaveAmp','Numeric'
5,'arrhythmia','chV5_SwaveAmp','Numeric'
5,'arrhythmia','chV5_RPwaveAmp','Nominal'
5,'arrhythmia','chV5_SPwaveAmp','Nominal'
5,'arrhythmia','chV5_PwaveAmp','Numeric'
5,'arrhythmia','chV5_TwaveAmp','Numeric'
5,'arrhythmia','chV5_QRSA','Numeric'
5,'arrhythmia','chV5_QRSTA','Numeric'
5,'arrhythmia','chV6_JJwaveAmp','Numeric'
5,'arrhythmia','chV6_QwaveAmp','Numeric'
5,'arrhythmia','chV6_RwaveAmp','Numeric'
5,'arrhythmia','chV6_SwaveAmp','Numeric'
5,'arrhythmia','chV6_RPwaveAmp','Nominal'
5,'arrhythmia','chV6_SPwaveAmp','Nominal'
5,'arrhythmia','chV6_PwaveAmp','Numeric'
5,'arrhythmia','chV6_TwaveAmp','Numeric'
5,'arrhythmia','chV6_QRSA','Numeric'
5,'arrhythmia','chV6_QRSTA','Numeric'
5,'arrhythmia','class','Nominal'
9,'autos','normalized-losses','Numeric'
9,'autos','make','Nominal'
9,'autos','fuel-type','Nominal'
9,'autos','aspiration','Nominal'
9,'autos','num-of-doors','Nominal'
9,'autos','body-style','Nominal'
9,'autos','drive-wheels','Nominal'
9,'autos','engine-location','Nominal'
9,'autos','wheel-base','Numeric'
9,'autos','length','Numeric'
9,'autos','width','Numeric'
9,'autos','height','Numeric'
9,'autos','curb-weight','Numeric'
9,'autos','engine-type','Nominal'
9,'autos','num-of-cylinders','Nominal'
9,'autos','engine-size','Numeric'
9,'autos','fuel-system','Nominal'
9,'autos','bore','Numeric'
9,'autos','stroke','Numeric'
9,'autos','compression-ratio','Numeric'
9,'autos','horsepower','Numeric'
9,'autos','peak-rpm','Numeric'
9,'autos','city-mpg','Numeric'
9,'autos','highway-mpg','Numeric'
9,'autos','price','Numeric'
9,'autos','symboling','Nominal'
13,'breast-cancer','age','Nominal'
13,'breast-cancer','menopause','Nominal'
13,'breast-cancer','tumor-size','Nominal'
13,'breast-cancer','inv-nodes','Nominal'
13,'breast-cancer','node-caps','Nominal'
13,'breast-cancer','deg-malig','Nominal'
13,'breast-cancer','breast','Nominal'
13,'breast-cancer','breast-quad','Nominal'
13,'breast-cancer','irradiat','Nominal'
13,'breast-cancer','Class','Nominal'
15,'breast-w','Clump_Thickness','Nominal'
15,'breast-w','Cell_Size_Uniformity','Nominal'
15,'breast-w','Cell_Shape_Uniformity','Nominal'
15,'breast-w','Marginal_Adhesion','Nominal'
15,'breast-w','Single_Epi_Cell_Size','Nominal'
15,'breast-w','Bare_Nuclei','Nominal'
15,'breast-w','Bland_Chromatin','Nominal'
15,'breast-w','Normal_Nucleoli','Nominal'
15,'breast-w','Mitoses','Nominal'
15,'breast-w','Class','Nominal'
21,'car','buying','Nominal'
21,'car','maint','Nominal'
21,'car','doors','Nominal'
21,'car','persons','Nominal'
21,'car','lug_boot','Nominal'
21,'car','safety','Nominal'
21,'car','class','Nominal'
26,'nursery','parents','Nominal'
26,'nursery','has_nurs','Nominal'
26,'nursery','form','Nominal'
26,'nursery','children','Nominal'
26,'nursery','housing','Nominal'
26,'nursery','finance','Nominal'
26,'nursery','social','Nominal'
26,'nursery','health','Nominal'
26,'nursery','class','Nominal'
31,'credit-g','checking_status','Nominal'
31,'credit-g','duration','Numeric'
31,'credit-g','credit_history','Nominal'
31,'credit-g','purpose','Nominal'
31,'credit-g','credit_amount','Numeric'
31,'credit-g','savings_status','Nominal'
31,'credit-g','employment','Nominal'
31,'credit-g','installment_commitment','Nominal'
31,'credit-g','personal_status','Nominal'
31,'credit-g','other_parties','Nominal'
31,'credit-g','residence_since','Nominal'
31,'credit-g','property_magnitude','Nominal'
31,'credit-g','age','Numeric'
31,'credit-g','other_payment_plans','Nominal'
31,'credit-g','housing','Nominal'
31,'credit-g','existing_credits','Nominal'
31,'credit-g','job','Nominal'
31,'credit-g','num_dependents','Nominal'
31,'credit-g','own_telephone','Nominal'
31,'credit-g','foreign_worker','Nominal'
31,'credit-g','class','Nominal'
35,'dermatology','erythema','Nominal'
35,'dermatology','scaling','Nominal'
35,'dermatology','definite_borders','Nominal'
35,'dermatology','itching','Nominal'
35,'dermatology','koebner_phenomenon','Nominal'
35,'dermatology','polygonal_papules','Nominal'
35,'dermatology','follicular_papules','Nominal'
35,'dermatology','oral_mucosal_involvement','Nominal'
35,'dermatology','knee_and_elbow_involvement','Nominal'
35,'dermatology','scalp_involvement','Nominal'
35,'dermatology','family_history','Nominal'
35,'dermatology','melanin_incontinence','Nominal'
35,'dermatology','eosinophils_in_the_infiltrate','Nominal'
35,'dermatology','PNL_infiltrate','Nominal'
35,'dermatology','fibrosis_of_the_papillary_dermis','Nominal'
35,'dermatology','exocytosis','Nominal'
35,'dermatology','acanthosis','Nominal'
35,'dermatology','hyperkeratosis','Nominal'
35,'dermatology','parakeratosis','Nominal'
35,'dermatology','clubbing_of_the_rete_ridges','Nominal'
35,'dermatology','elongation_of_the_rete_ridges','Nominal'
35,'dermatology','thinning_of_the_suprapapillary_epidermis','Nominal'
35,'dermatology','spongiform_pustule','Nominal'
35,'dermatology','munro_microabcess','Nominal'
35,'dermatology','focal_hypergranulosis','Nominal'
35,'dermatology','disappearance_of_the_granular_layer','Nominal'
35,'dermatology','vacuolisation_and_damage_of_basal_layer','Nominal'
35,'dermatology','spongiosis','Nominal'
35,'dermatology','saw-tooth_appearance_of_retes','Nominal'
35,'dermatology','follicular_horn_plug','Nominal'
35,'dermatology','perifollicular_parakeratosis','Nominal'
35,'dermatology','inflammatory_monoluclear_inflitrate','Nominal'
35,'dermatology','band-like_infiltrate','Nominal'
35,'dermatology','Age','Numeric'
35,'dermatology','class','Nominal'
37,'diabetes','preg','Numeric'
37,'diabetes','plas','Numeric'
37,'diabetes','pres','Numeric'
37,'diabetes','skin','Numeric'
37,'diabetes','insu','Numeric'
37,'diabetes','mass','Numeric'
37,'diabetes','pedi','Numeric'
37,'diabetes','age','Numeric'
37,'diabetes','class','Nominal'
38,'sick','age','Numeric'
38,'sick','sex','Nominal'
38,'sick','on_thyroxine','Nominal'
38,'sick','query_on_thyroxine','Nominal'
38,'sick','on_antithyroid_medication','Nominal'
38,'sick','sick','Nominal'
38,'sick','pregnant','Nominal'
38,'sick','thyroid_surgery','Nominal'
38,'sick','I131_treatment','Nominal'
38,'sick','query_hypothyroid','Nominal'
38,'sick','query_hyperthyroid','Nominal'
38,'sick','lithium','Nominal'
38,'sick','goitre','Nominal'
38,'sick','tumor','Nominal'
38,'sick','hypopituitary','Nominal'
38,'sick','psych','Nominal'
38,'sick','TSH_measured','Nominal'
38,'sick','TSH','Numeric'
38,'sick','T3_measured','Nominal'
38,'sick','T3','Numeric'
38,'sick','TT4_measured','Nominal'
38,'sick','TT4','Numeric'
38,'sick','T4U_measured','Nominal'
38,'sick','T4U','Numeric'
38,'sick','FTI_measured','Nominal'
38,'sick','FTI','Numeric'
38,'sick','TBG_measured','Nominal'
38,'sick','TBG','Nominal'
38,'sick','referral_source','Nominal'
38,'sick','Class','Nominal'
42,'soybean','date','Nominal'
42,'soybean','plant-stand','Nominal'
42,'soybean','precip','Nominal'
42,'soybean','temp','Nominal'
42,'soybean','hail','Nominal'
42,'soybean','crop-hist','Nominal'
42,'soybean','area-damaged','Nominal'
42,'soybean','severity','Nominal'
42,'soybean','seed-tmt','Nominal'
42,'soybean','germination','Nominal'
42,'soybean','plant-growth','Nominal'
42,'soybean','leaves','Nominal'
42,'soybean','leafspots-halo','Nominal'
42,'soybean','leafspots-marg','Nominal'
42,'soybean','leafspot-size','Nominal'
42,'soybean','leaf-shread','Nominal'
42,'soybean','leaf-malf','Nominal'
42,'soybean','leaf-mild','Nominal'
42,'soybean','stem','Nominal'
42,'soybean','lodging','Nominal'
42,'soybean','stem-cankers','Nominal'
42,'soybean','canker-lesion','Nominal'
42,'soybean','fruiting-bodies','Nominal'
42,'soybean','external-decay','Nominal'
42,'soybean','mycelium','Nominal'
42,'soybean','int-discolor','Nominal'
42,'soybean','sclerotia','Nominal'
42,'soybean','fruit-pods','Nominal'
42,'soybean','fruit-spots','Nominal'
42,'soybean','seed','Nominal'
42,'soybean','mold-growth','Nominal'
42,'soybean','seed-discolor','Nominal'
42,'soybean','seed-size','Nominal'
42,'soybean','shriveling','Nominal'
42,'soybean','roots','Nominal'
42,'soybean','class','Nominal'
48,'tae','Whether_of_not_the_TA_is_a_native_English_speaker','Nominal'
48,'tae','Course_instructor','Numeric'
48,'tae','Course','Numeric'
48,'tae','Summer_or_regular_semester','Nominal'
48,'tae','Class_size','Numeric'
48,'tae','Class_attribute','Nominal'
49,'heart-c','age','Numeric'
49,'heart-c','sex','Nominal'
49,'heart-c','cp','Nominal'
49,'heart-c','trestbps','Numeric'
49,'heart-c','chol','Numeric'
49,'heart-c','fbs','Nominal'
49,'heart-c','restecg','Nominal'
49,'heart-c','thalach','Numeric'
49,'heart-c','exang','Nominal'
49,'heart-c','oldpeak','Numeric'
49,'heart-c','slope','Nominal'
49,'heart-c','ca','Nominal'
49,'heart-c','thal','Nominal'
49,'heart-c','num','Nominal'
50,'tic-tac-toe','top-left-square','Nominal'
50,'tic-tac-toe','top-middle-square','Nominal'
50,'tic-tac-toe','top-right-square','Nominal'
50,'tic-tac-toe','middle-left-square','Nominal'
50,'tic-tac-toe','middle-middle-square','Nominal'
50,'tic-tac-toe','middle-right-square','Nominal'
50,'tic-tac-toe','bottom-left-square','Nominal'
50,'tic-tac-toe','bottom-middle-square','Nominal'
50,'tic-tac-toe','bottom-right-square','Nominal'
50,'tic-tac-toe','Class','Nominal'
51,'heart-h','age','Numeric'
51,'heart-h','sex','Nominal'
51,'heart-h','chest_pain','Nominal'
51,'heart-h','trestbps','Numeric'
51,'heart-h','chol','Numeric'
51,'heart-h','fbs','Nominal'
51,'heart-h','restecg','Nominal'
51,'heart-h','thalach','Numeric'
51,'heart-h','exang','Nominal'
51,'heart-h','oldpeak','Nominal'
51,'heart-h','slope','Nominal'
51,'heart-h','ca','Nominal'
51,'heart-h','thal','Nominal'
51,'heart-h','num','Nominal'
52,'trains','Number_of_cars','Nominal'
52,'trains','Number_of_different_loads','Nominal'
52,'trains','num_wheels_2','Nominal'
52,'trains','length_2','Nominal'
52,'trains','shape_2','Nominal'
52,'trains','num_loads_2','Nominal'
52,'trains','load_shape_2','Nominal'
52,'trains','num_wheels_3','Nominal'
52,'trains','length_3','Nominal'
52,'trains','shape_3','Nominal'
52,'trains','num_loads_3','Nominal'
52,'trains','load_shape_3','Nominal'
52,'trains','num_wheels_4','Nominal'
52,'trains','length_4','Nominal'
52,'trains','shape_4','Nominal'
52,'trains','num_loads_4','Nominal'
52,'trains','load_shape_4','Nominal'
52,'trains','num_wheels_5','Nominal'
52,'trains','length_5','Nominal'
52,'trains','shape_5','Nominal'
52,'trains','num_loads_5','Nominal'
52,'trains','load_shape_5','Nominal'
52,'trains','Rectangle_next_to_rectangle','Nominal'
52,'trains','Rectangle_next_to_triangle','Nominal'
52,'trains','Rectangle_next_to_hexagon','Nominal'
52,'trains','Rectangle_next_to_circle','Nominal'
52,'trains','Triangle_next_to_triangle','Nominal'
52,'trains','Triangle_next_to_hexagon','Nominal'
52,'trains','Triangle_next_to_circle','Nominal'
52,'trains','Hexagon_next_to_hexagon','Nominal'
52,'trains','Hexagon_next_to_circle','Nominal'
52,'trains','Circle_next_to_circle','Nominal'
52,'trains','class','Nominal'
53,'heart-statlog','age','Numeric'
53,'heart-statlog','sex','Nominal'
53,'heart-statlog','chest','Nominal'
53,'heart-statlog','resting_blood_pressure','Numeric'
53,'heart-statlog','serum_cholestoral','Numeric'
53,'heart-statlog','fasting_blood_sugar','Nominal'
53,'heart-statlog','resting_electrocardiographic_results','Nominal'
53,'heart-statlog','maximum_heart_rate_achieved','Numeric'
53,'heart-statlog','exercise_induced_angina','Nominal'
53,'heart-statlog','oldpeak','Numeric'
53,'heart-statlog','slope','Nominal'
53,'heart-statlog','number_of_major_vessels','Nominal'
53,'heart-statlog','thal','Nominal'
53,'heart-statlog','class','Nominal'
54,'vehicle','COMPACTNESS','Numeric'
54,'vehicle','CIRCULARITY','Numeric'
54,'vehicle','DISTANCE_CIRCULARITY','Numeric'
54,'vehicle','RADIUS_RATIO','Numeric'
54,'vehicle','PR.AXIS_ASPECT_RATIO','Numeric'
54,'vehicle','MAX.LENGTH_ASPECT_RATIO','Numeric'
54,'vehicle','SCATTER_RATIO','Numeric'
54,'vehicle','ELONGATEDNESS','Numeric'
54,'vehicle','PR.AXIS_RECTANGULARITY','Nominal'
