"OpenML_Dataset_ID","Dataset_Name","Attribute_Name","Attribute_Type"
3,"kr-vs-kp","skrxp","Nominal"
3,"kr-vs-kp","spcop","Nominal"
3,"kr-vs-kp","stlmt","Nominal"
3,"kr-vs-kp","thrsk","Nominal"
3,"kr-vs-kp","wkcti","Nominal"
3,"kr-vs-kp","wkna8","Nominal"
3,"kr-vs-kp","wknck","Nominal"
3,"kr-vs-kp","wkovl","Nominal"
3,"kr-vs-kp","wkpos","Nominal"
3,"kr-vs-kp","wtoeg","Nominal"
3,"kr-vs-kp","class","Nominal"
6,"letter","x-box","Numeric"
6,"letter","y-box","Numeric"
6,"letter","width","Numeric"
6,"letter","high","Numeric"
6,"letter","onpix","Numeric"
6,"letter","x-bar","Numeric"
6,"letter","y-bar","Numeric"
6,"letter","x2bar","Numeric"
6,"letter","y2bar","Numeric"
6,"letter","xybar","Numeric"
6,"letter","x2ybr","Numeric"
6,"letter","xy2br","Numeric"
6,"letter","x-ege","Numeric"
6,"letter","xegvy","Numeric"
6,"letter","y-ege","Numeric"
6,"letter","yegvx","Numeric"
6,"letter","class","Nominal"
8,"liver-disorders","mcv","Numeric"
8,"liver-disorders","alkphos","Numeric"
8,"liver-disorders","sgpt","Numeric"
8,"liver-disorders","sgot","Numeric"
8,"liver-disorders","gammagt","Numeric"
8,"liver-disorders","drinks","Numeric"
8,"liver-disorders","selector","Nominal"
10,"lymph","lymphatics","Nominal"
10,"lymph","block_of_affere","Nominal"
10,"lymph","bl_of_lymph_c","Nominal"
10,"lymph","bl_of_lymph_s","Nominal"
10,"lymph","by_pass","Nominal"
10,"lymph","extravasates","Nominal"
10,"lymph","regeneration_of","Nominal"
10,"lymph","early_uptake_in","Nominal"
10,"lymph","lym_nodes_dimin","Nominal"
10,"lymph","lym_nodes_enlar","Nominal"
10,"lymph","changes_in_lym","Nominal"
10,"lymph","defect_in_node","Nominal"
10,"lymph","changes_in_node","Nominal"
10,"lymph","changes_in_stru","Nominal"
10,"lymph","special_forms","Nominal"
10,"lymph","dislocation_of","Nominal"
10,"lymph","exclusion_of_no","Nominal"
10,"lymph","no_of_nodes_in","Nominal"
10,"lymph","class","Nominal"
12,"mfeat-factors","att1","Numeric"
12,"mfeat-factors","att2","Numeric"
12,"mfeat-factors","att3","Numeric"
12,"mfeat-factors","att4","Numeric"
12,"mfeat-factors","att5","Numeric"
12,"mfeat-factors","att6","Numeric"
12,"mfeat-factors","att7","Numeric"
12,"mfeat-factors","att8","Numeric"
12,"mfeat-factors","att9","Numeric"
12,"mfeat-factors","att10","Numeric"
12,"mfeat-factors","att11","Numeric"
12,"mfeat-factors","att12","Numeric"
12,"mfeat-factors","att13","Numeric"
12,"mfeat-factors","att14","Numeric"
12,"mfeat-factors","att15","Numeric"
12,"mfeat-factors","att16","Numeric"
12,"mfeat-factors","att17","Numeric"
12,"mfeat-factors","att18","Numeric"
12,"mfeat-factors","att19","Numeric"
12,"mfeat-factors","att20","Numeric"
12,"mfeat-factors","att21","Numeric"
12,"mfeat-factors","att22","Numeric"
12,"mfeat-factors","att23","Numeric"
12,"mfeat-factors","att24","Numeric"
12,"mfeat-factors","att25","Numeric"
12,"mfeat-factors","att26","Numeric"
12,"mfeat-factors","att27","Numeric"
12,"mfeat-factors","att28","Numeric"
12,"mfeat-factors","att29","Numeric"
12,"mfeat-factors","att30","Numeric"
12,"mfeat-factors","att31","Numeric"
12,"mfeat-factors","att32","Numeric"
12,"mfeat-factors","att33","Numeric"
12,"mfeat-factors","att34","Numeric"
12,"mfeat-factors","att35","Numeric"
12,"mfeat-factors","att36","Numeric"
12,"mfeat-factors","att37","Numeric"
12,"mfeat-factors","att38","Numeric"
12,"mfeat-factors","att39","Numeric"
12,"mfeat-factors","att40","Numeric"
12,"mfeat-factors","att41","Numeric"
12,"mfeat-factors","att42","Numeric"
12,"mfeat-factors","att43","Numeric"
12,"mfeat-factors","att44","Numeric"
12,"mfeat-factors","att45","Numeric"
12,"mfeat-factors","att46","Numeric"
12,"mfeat-factors","att47","Numeric"
12,"mfeat-factors","att48","Numeric"
12,"mfeat-factors","att49","Numeric"
12,"mfeat-factors","att50","Numeric"
12,"mfeat-factors","att51","Numeric"
12,"mfeat-factors","att52","Numeric"
12,"mfeat-factors","att53","Numeric"
12,"mfeat-factors","att54","Numeric"
12,"mfeat-factors","att55","Numeric"
12,"mfeat-factors","att56","Numeric"
12,"mfeat-factors","att57","Numeric"
12,"mfeat-factors","att58","Numeric"
12,"mfeat-factors","att59","Numeric"
12,"mfeat-factors","att60","Numeric"
12,"mfeat-factors","att61","Numeric"
12,"mfeat-factors","att62","Numeric"
12,"mfeat-factors","att63","Numeric"
12,"mfeat-factors","att64","Numeric"
12,"mfeat-factors","att65","Numeric"
12,"mfeat-factors","att66","Numeric"
12,"mfeat-factors","att67","Numeric"
12,"mfeat-factors","att68","Numeric"
12,"mfeat-factors","att69","Numeric"
12,"mfeat-factors","att70","Numeric"
12,"mfeat-factors","att71","Numeric"
12,"mfeat-factors","att72","Numeric"
12,"mfeat-factors","att73","Numeric"
12,"mfeat-factors","att74","Numeric"
12,"mfeat-factors","att75","Numeric"
12,"mfeat-factors","att76","Numeric"
12,"mfeat-factors","att77","Numeric"
12,"mfeat-factors","att78","Numeric"
12,"mfeat-factors","att79","Numeric"
12,"mfeat-factors","att80","Numeric"
12,"mfeat-factors","att81","Numeric"
12,"mfeat-factors","att82","Numeric"
12,"mfeat-factors","att83","Numeric"
12,"mfeat-factors","att84","Numeric"
12,"mfeat-factors","att85","Numeric"
12,"mfeat-factors","att86","Numeric"
12,"mfeat-factors","att87","Numeric"
12,"mfeat-factors","att88","Numeric"
12,"mfeat-factors","att89","Numeric"
12,"mfeat-factors","att90","Numeric"
12,"mfeat-factors","att91","Numeric"
12,"mfeat-factors","att92","Numeric"
12,"mfeat-factors","att93","Numeric"
12,"mfeat-factors","att94","Numeric"
12,"mfeat-factors","att95","Numeric"
12,"mfeat-factors","att96","Numeric"
12,"mfeat-factors","att97","Numeric"
12,"mfeat-factors","att98","Numeric"
12,"mfeat-factors","att99","Numeric"
12,"mfeat-factors","att100","Numeric"
12,"mfeat-factors","att101","Numeric"
12,"mfeat-factors","att102","Numeric"
12,"mfeat-factors","att103","Numeric"
12,"mfeat-factors","att104","Numeric"
12,"mfeat-factors","att105","Numeric"
12,"mfeat-factors","att106","Numeric"
12,"mfeat-factors","att107","Numeric"
12,"mfeat-factors","att108","Numeric"
12,"mfeat-factors","att109","Numeric"
12,"mfeat-factors","att110","Numeric"
12,"mfeat-factors","att111","Numeric"
12,"mfeat-factors","att112","Numeric"
12,"mfeat-factors","att113","Numeric"
12,"mfeat-factors","att114","Numeric"
12,"mfeat-factors","att115","Numeric"
12,"mfeat-factors","att116","Numeric"
12,"mfeat-factors","att117","Numeric"
12,"mfeat-factors","att118","Numeric"
12,"mfeat-factors","att119","Numeric"
12,"mfeat-factors","att120","Numeric"
12,"mfeat-factors","att121","Numeric"
12,"mfeat-factors","att122","Numeric"
12,"mfeat-factors","att123","Numeric"
12,"mfeat-factors","att124","Numeric"
12,"mfeat-factors","att125","Numeric"
12,"mfeat-factors","att126","Numeric"
12,"mfeat-factors","att127","Numeric"
12,"mfeat-factors","att128","Numeric"
12,"mfeat-factors","att129","Numeric"
12,"mfeat-factors","att130","Numeric"
12,"mfeat-factors","att131","Numeric"
12,"mfeat-factors","att132","Numeric"
12,"mfeat-factors","att133","Numeric"
12,"mfeat-factors","att134","Numeric"
12,"mfeat-factors","att135","Numeric"
12,"mfeat-factors","att136","Numeric"
12,"mfeat-factors","att137","Numeric"
12,"mfeat-factors","att138","Numeric"
12,"mfeat-factors","att139","Numeric"
12,"mfeat-factors","att140","Numeric"
12,"mfeat-factors","att141","Numeric"
12,"mfeat-factors","att142","Numeric"
12,"mfeat-factors","att143","Numeric"
12,"mfeat-factors","att144","Numeric"
12,"mfeat-factors","att145","Numeric"
12,"mfeat-factors","att146","Numeric"
12,"mfeat-factors","att147","Numeric"
12,"mfeat-factors","att148","Numeric"
12,"mfeat-factors","att149","Numeric"
12,"mfeat-factors","att150","Numeric"
12,"mfeat-factors","att151","Numeric"
12,"mfeat-factors","att152","Numeric"
12,"mfeat-factors","att153","Numeric"
12,"mfeat-factors","att154","Numeric"
12,"mfeat-factors","att155","Numeric"
12,"mfeat-factors","att156","Numeric"
12,"mfeat-factors","att157","Numeric"
12,"mfeat-factors","att158","Numeric"
12,"mfeat-factors","att159","Numeric"
12,"mfeat-factors","att160","Numeric"
12,"mfeat-factors","att161","Numeric"
12,"mfeat-factors","att162","Numeric"
12,"mfeat-factors","att163","Numeric"
12,"mfeat-factors","att164","Numeric"
12,"mfeat-factors","att165","Numeric"
12,"mfeat-factors","att166","Numeric"
12,"mfeat-factors","att167","Numeric"
12,"mfeat-factors","att168","Numeric"
12,"mfeat-factors","att169","Numeric"
12,"mfeat-factors","att170","Numeric"
12,"mfeat-factors","att171","Numeric"
12,"mfeat-factors","att172","Numeric"
12,"mfeat-factors","att173","Numeric"
12,"mfeat-factors","att174","Numeric"
12,"mfeat-factors","att175","Numeric"
12,"mfeat-factors","att176","Numeric"
12,"mfeat-factors","att177","Numeric"
12,"mfeat-factors","att178","Numeric"
12,"mfeat-factors","att179","Numeric"
12,"mfeat-factors","att180","Numeric"
12,"mfeat-factors","att181","Numeric"
12,"mfeat-factors","att182","Numeric"
12,"mfeat-factors","att183","Numeric"
12,"mfeat-factors","att184","Numeric"
12,"mfeat-factors","att185","Numeric"
12,"mfeat-factors","att186","Numeric"
12,"mfeat-factors","att187","Numeric"
12,"mfeat-factors","att188","Numeric"
12,"mfeat-factors","att189","Numeric"
12,"mfeat-factors","att190","Numeric"
12,"mfeat-factors","att191","Numeric"
12,"mfeat-factors","att192","Numeric"
12,"mfeat-factors","att193","Numeric"
12,"mfeat-factors","att194","Numeric"
12,"mfeat-factors","att195","Numeric"
12,"mfeat-factors","att196","Numeric"
12,"mfeat-factors","att197","Numeric"
12,"mfeat-factors","att198","Numeric"
12,"mfeat-factors","att199","Numeric"
12,"mfeat-factors","att200","Numeric"
12,"mfeat-factors","att201","Numeric"
12,"mfeat-factors","att202","Numeric"
12,"mfeat-factors","att203","Numeric"
12,"mfeat-factors","att204","Numeric"
12,"mfeat-factors","att205","Numeric"
12,"mfeat-factors","att206","Numeric"
12,"mfeat-factors","att207","Numeric"
12,"mfeat-factors","att208","Numeric"
12,"mfeat-factors","att209","Numeric"
12,"mfeat-factors","att210","Numeric"
12,"mfeat-factors","att211","Numeric"
12,"mfeat-factors","att212","Numeric"
12,"mfeat-factors","att213","Numeric"
12,"mfeat-factors","att214","Nominal"
12,"mfeat-factors","att215","Nominal"
12,"mfeat-factors","att216","Numeric"
12,"mfeat-factors","class","Nominal"
14,"mfeat-fourier","att1","Numeric"
14,"mfeat-fourier","att2","Numeric"
14,"mfeat-fourier","att3","Numeric"
14,"mfeat-fourier","att4","Numeric"
14,"mfeat-fourier","att5","Numeric"
14,"mfeat-fourier","att6","Numeric"
14,"mfeat-fourier","att7","Numeric"
14,"mfeat-fourier","att8","Numeric"
14,"mfeat-fourier","att9","Numeric"
14,"mfeat-fourier","att10","Numeric"
14,"mfeat-fourier","att11","Numeric"
14,"mfeat-fourier","att12","Numeric"
14,"mfeat-fourier","att13","Numeric"
14,"mfeat-fourier","att14","Numeric"
14,"mfeat-fourier","att15","Numeric"
14,"mfeat-fourier","att16","Numeric"
14,"mfeat-fourier","att17","Numeric"
14,"mfeat-fourier","att18","Numeric"
14,"mfeat-fourier","att19","Numeric"
14,"mfeat-fourier","att20","Numeric"
14,"mfeat-fourier","att21","Numeric"
14,"mfeat-fourier","att22","Numeric"
14,"mfeat-fourier","att23","Numeric"
14,"mfeat-fourier","att24","Numeric"
14,"mfeat-fourier","att25","Numeric"
14,"mfeat-fourier","att26","Numeric"
14,"mfeat-fourier","att27","Numeric"
14,"mfeat-fourier","att28","Numeric"
14,"mfeat-fourier","att29","Numeric"
14,"mfeat-fourier","att30","Numeric"
14,"mfeat-fourier","att31","Numeric"
14,"mfeat-fourier","att32","Numeric"
14,"mfeat-fourier","att33","Numeric"
14,"mfeat-fourier","att34","Numeric"
14,"mfeat-fourier","att35","Numeric"
14,"mfeat-fourier","att36","Numeric"
14,"mfeat-fourier","att37","Numeric"
14,"mfeat-fourier","att38","Numeric"
14,"mfeat-fourier","att39","Numeric"
14,"mfeat-fourier","att40","Numeric"
14,"mfeat-fourier","att41","Numeric"
14,"mfeat-fourier","att42","Numeric"
14,"mfeat-fourier","att43","Numeric"
14,"mfeat-fourier","att44","Numeric"
14,"mfeat-fourier","att45","Numeric"
14,"mfeat-fourier","att46","Numeric"
14,"mfeat-fourier","att47","Numeric"
14,"mfeat-fourier","att48","Numeric"
14,"mfeat-fourier","att49","Numeric"
14,"mfeat-fourier","att50","Numeric"
14,"mfeat-fourier","att51","Numeric"
14,"mfeat-fourier","att52","Numeric"
14,"mfeat-fourier","att53","Numeric"
14,"mfeat-fourier","att54","Numeric"
14,"mfeat-fourier","att55","Numeric"
14,"mfeat-fourier","att56","Numeric"
14,"mfeat-fourier","att57","Numeric"
14,"mfeat-fourier","att58","Numeric"
14,"mfeat-fourier","att59","Numeric"
14,"mfeat-fourier","att60","Numeric"
14,"mfeat-fourier","att61","Numeric"
14,"mfeat-fourier","att62","Numeric"
14,"mfeat-fourier","att63","Numeric"
14,"mfeat-fourier","att64","Numeric"
14,"mfeat-fourier","att65","Numeric"
14,"mfeat-fourier","att66","Numeric"
14,"mfeat-fourier","att67","Numeric"
14,"mfeat-fourier","att68","Numeric"
14,"mfeat-fourier","att69","Numeric"
14,"mfeat-fourier","att70","Numeric"
14,"mfeat-fourier","att71","Numeric"
14,"mfeat-fourier","att72","Numeric"
14,"mfeat-fourier","att73","Numeric"
14,"mfeat-fourier","att74","Numeric"
14,"mfeat-fourier","att75","Numeric"
14,"mfeat-fourier","att76","Numeric"
14,"mfeat-fourier","class","Nominal"
16,"mfeat-karhunen","att1","Numeric"
16,"mfeat-karhunen","att2","Numeric"
16,"mfeat-karhunen","att3","Numeric"
16,"mfeat-karhunen","att4","Numeric"
16,"mfeat-karhunen","att5","Numeric"
16,"mfeat-karhunen","att6","Numeric"
16,"mfeat-karhunen","att7","Numeric"
16,"mfeat-karhunen","att8","Numeric"
16,"mfeat-karhunen","att9","Numeric"
16,"mfeat-karhunen","att10","Numeric"
16,"mfeat-karhunen","att11","Numeric"
16,"mfeat-karhunen","att12","Numeric"
16,"mfeat-karhunen","att13","Numeric"
16,"mfeat-karhunen","att14","Numeric"
16,"mfeat-karhunen","att15","Numeric"
16,"mfeat-karhunen","att16","Numeric"
16,"mfeat-karhunen","att17","Numeric"
16,"mfeat-karhunen","att18","Numeric"
16,"mfeat-karhunen","att19","Numeric"
16,"mfeat-karhunen","att20","Numeric"
16,"mfeat-karhunen","att21","Numeric"
16,"mfeat-karhunen","att22","Numeric"
16,"mfeat-karhunen","att23","Numeric"
16,"mfeat-karhunen","att24","Numeric"
16,"mfeat-karhunen","att25","Numeric"
16,"mfeat-karhunen","att26","Numeric"
16,"mfeat-karhunen","att27","Numeric"
16,"mfeat-karhunen","att28","Numeric"
16,"mfeat-karhunen","att29","Numeric"
16,"mfeat-karhunen","att30","Numeric"
16,"mfeat-karhunen","att31","Numeric"
16,"mfeat-karhunen","att32","Numeric"
16,"mfeat-karhunen","att33","Numeric"
16,"mfeat-karhunen","att34","Numeric"
16,"mfeat-karhunen","att35","Numeric"
16,"mfeat-karhunen","att36","Numeric"
16,"mfeat-karhunen","att37","Numeric"
16,"mfeat-karhunen","att38","Numeric"
16,"mfeat-karhunen","att39","Numeric"
16,"mfeat-karhunen","att40","Numeric"
16,"mfeat-karhunen","att41","Numeric"
16,"mfeat-karhunen","att42","Numeric"
16,"mfeat-karhunen","att43","Numeric"
16,"mfeat-karhunen","att44","Numeric"
16,"mfeat-karhunen","att45","Numeric"
16,"mfeat-karhunen","att46","Numeric"
16,"mfeat-karhunen","att47","Numeric"
16,"mfeat-karhunen","att48","Numeric"
16,"mfeat-karhunen","att49","Numeric"
16,"mfeat-karhunen","att50","Numeric"
16,"mfeat-karhunen","att51","Numeric"
16,"mfeat-karhunen","att52","Numeric"
16,"mfeat-karhunen","att53","Numeric"
16,"mfeat-karhunen","att54","Numeric"
16,"mfeat-karhunen","att55","Numeric"
16,"mfeat-karhunen","att56","Numeric"
16,"mfeat-karhunen","att57","Numeric"
16,"mfeat-karhunen","att58","Numeric"
16,"mfeat-karhunen","att59","Numeric"
16,"mfeat-karhunen","att60","Numeric"
16,"mfeat-karhunen","att61","Numeric"
16,"mfeat-karhunen","att62","Numeric"
16,"mfeat-karhunen","att63","Numeric"
16,"mfeat-karhunen","att64","Numeric"
16,"mfeat-karhunen","class","Nominal"
17,"bridges","IDENTIF","Nominal"
17,"bridges","RIVER","Nominal"
17,"bridges","LOCATION","Numeric"
17,"bridges","ERECTED","Numeric"
17,"bridges","PURPOSE","Nominal"
17,"bridges","LENGTH","Numeric"
17,"bridges","LANES","Numeric"
17,"bridges","CLEAR-G","Nominal"
17,"bridges","T-OR-D","Nominal"
17,"bridges","MATERIAL","Nominal"
17,"bridges","SPAN","Nominal"
17,"bridges","REL-L","Nominal"
17,"bridges","TYPE","Nominal"
18,"mfeat-morphological","att1","Nominal"
18,"mfeat-morphological","att2","Nominal"
18,"mfeat-morphological","att3","Nominal"
18,"mfeat-morphological","att4","Numeric"
18,"mfeat-morphological","att5","Numeric"
18,"mfeat-morphological","att6","Numeric"
18,"mfeat-morphological","class","Nominal"
19,"bridges","IDENTIF","Nominal"
19,"bridges","RIVER","Nominal"
19,"bridges","LOCATION","Numeric"
19,"bridges","ERECTED","Nominal"
19,"bridges","PURPOSE","Nominal"
19,"bridges","LENGTH","Nominal"
19,"bridges","LANES","Nominal"
19,"bridges","CLEAR-G","Nominal"
19,"bridges","T-OR-D","Nominal"
19,"bridges","MATERIAL","Nominal"
19,"bridges","SPAN","Nominal"
19,"bridges","REL-L","Nominal"
19,"bridges","TYPE","Nominal"
20,"mfeat-pixel","att1","Nominal"
20,"mfeat-pixel","att2","Nominal"
20,"mfeat-pixel","att3","Nominal"
20,"mfeat-pixel","att4","Nominal"
20,"mfeat-pixel","att5","Nominal"
20,"mfeat-pixel","att6","Nominal"
20,"mfeat-pixel","att7","Nominal"
20,"mfeat-pixel","att8","Nominal"
20,"mfeat-pixel","att9","Nominal"
20,"mfeat-pixel","att10","Nominal"
20,"mfeat-pixel","att11","Nominal"
20,"mfeat-pixel","att12","Nominal"
20,"mfeat-pixel","att13","Nominal"
20,"mfeat-pixel","att14","Nominal"
20,"mfeat-pixel","att15","Nominal"
20,"mfeat-pixel","att16","Nominal"
20,"mfeat-pixel","att17","Nominal"
20,"mfeat-pixel","att18","Nominal"
20,"mfeat-pixel","att19","Nominal"
20,"mfeat-pixel","att20","Nominal"
20,"mfeat-pixel","att21","Nominal"
20,"mfeat-pixel","att22","Nominal"
20,"mfeat-pixel","att23","Nominal"
20,"mfeat-pixel","att24","Nominal"
20,"mfeat-pixel","att25","Nominal"
20,"mfeat-pixel","att26","Nominal"
20,"mfeat-pixel","att27","Nominal"
20,"mfeat-pixel","att28","Nominal"
20,"mfeat-pixel","att29","Nominal"
20,"mfeat-pixel","att30","Nominal"
20,"mfeat-pixel","att31","Nominal"
20,"mfeat-pixel","att32","Nominal"
20,"mfeat-pixel","att33","Nominal"
20,"mfeat-pixel","att34","Nominal"
20,"mfeat-pixel","att35","Nominal"
20,"mfeat-pixel","att36","Nominal"
20,"mfeat-pixel","att37","Nominal"
20,"mfeat-pixel","att38","Nominal"
20,"mfeat-pixel","att39","Nominal"
20,"mfeat-pixel","att40","Nominal"
20,"mfeat-pixel","att41","Nominal"
20,"mfeat-pixel","att42","Nominal"
20,"mfeat-pixel","att43","Nominal"
20,"mfeat-pixel","att44","Nominal"
20,"mfeat-pixel","att45","Nominal"
20,"mfeat-pixel","att46","Nominal"
20,"mfeat-pixel","att47","Nominal"
20,"mfeat-pixel","att48","Nominal"
20,"mfeat-pixel","att49","Nominal"
20,"mfeat-pixel","att50","Nominal"
20,"mfeat-pixel","att51","Nominal"
20,"mfeat-pixel","att52","Nominal"
20,"mfeat-pixel","att53","Nominal"
20,"mfeat-pixel","att54","Nominal"
20,"mfeat-pixel","att55","Nominal"
20,"mfeat-pixel","att56","Nominal"
20,"mfeat-pixel","att57","Nominal"
20,"mfeat-pixel","att58","Nominal"
20,"mfeat-pixel","att59","Nominal"
20,"mfeat-pixel","att60","Nominal"
20,"mfeat-pixel","att61","Nominal"
20,"mfeat-pixel","att62","Nominal"
20,"mfeat-pixel","att63","Nominal"
20,"mfeat-pixel","att64","Nominal"
20,"mfeat-pixel","att65","Nominal"
20,"mfeat-pixel","att66","Nominal"
20,"mfeat-pixel","att67","Nominal"
20,"mfeat-pixel","att68","Nominal"
20,"mfeat-pixel","att69","Nominal"
20,"mfeat-pixel","att70","Nominal"
20,"mfeat-pixel","att71","Nominal"
20,"mfeat-pixel","att72","Nominal"
20,"mfeat-pixel","att73","Nominal"
20,"mfeat-pixel","att74","Nominal"
20,"mfeat-pixel","att75","Nominal"
20,"mfeat-pixel","att76","Nominal"
20,"mfeat-pixel","att77","Nominal"
20,"mfeat-pixel","att78","Nominal"
20,"mfeat-pixel","att79","Nominal"
20,"mfeat-pixel","att80","Nominal"
20,"mfeat-pixel","att81","Nominal"
20,"mfeat-pixel","att82","Nominal"
20,"mfeat-pixel","att83","Nominal"
20,"mfeat-pixel","att84","Nominal"
20,"mfeat-pixel","att85","Nominal"
20,"mfeat-pixel","att86","Nominal"
20,"mfeat-pixel","att87","Nominal"
20,"mfeat-pixel","att88","Nominal"
20,"mfeat-pixel","att89","Nominal"
20,"mfeat-pixel","att90","Nominal"
20,"mfeat-pixel","att91","Nominal"
20,"mfeat-pixel","att92","Nominal"
20,"mfeat-pixel","att93","Nominal"
20,"mfeat-pixel","att94","Nominal"
20,"mfeat-pixel","att95","Nominal"
20,"mfeat-pixel","att96","Nominal"
20,"mfeat-pixel","att97","Nominal"
20,"mfeat-pixel","att98","Nominal"
20,"mfeat-pixel","att99","Nominal"
20,"mfeat-pixel","att100","Nominal"
20,"mfeat-pixel","att101","Nominal"
20,"mfeat-pixel","att102","Nominal"
20,"mfeat-pixel","att103","Nominal"
20,"mfeat-pixel","att104","Nominal"
20,"mfeat-pixel","att105","Nominal"
20,"mfeat-pixel","att106","Nominal"
20,"mfeat-pixel","att107","Nominal"
20,"mfeat-pixel","att108","Nominal"
20,"mfeat-pixel","att109","Nominal"
20,"mfeat-pixel","att110","Nominal"
20,"mfeat-pixel","att111","Nominal"
20,"mfeat-pixel","att112","Nominal"
20,"mfeat-pixel","att113","Nominal"
20,"mfeat-pixel","att114","Nominal"
20,"mfeat-pixel","att115","Nominal"
20,"mfeat-pixel","att116","Nominal"
20,"mfeat-pixel","att117","Nominal"
20,"mfeat-pixel","att118","Nominal"
20,"mfeat-pixel","att119","Nominal"
20,"mfeat-pixel","att120","Nominal"
20,"mfeat-pixel","att121","Nominal"
20,"mfeat-pixel","att122","Nominal"
20,"mfeat-pixel","att123","Nominal"
20,"mfeat-pixel","att124","Nominal"
20,"mfeat-pixel","att125","Nominal"
20,"mfeat-pixel","att126","Nominal"
20,"mfeat-pixel","att127","Nominal"
20,"mfeat-pixel","att128","Nominal"
20,"mfeat-pixel","att129","Nominal"
20,"mfeat-pixel","att130","Nominal"
20,"mfeat-pixel","att131","Nominal"
20,"mfeat-pixel","att132","Nominal"
20,"mfeat-pixel","att133","Nominal"
20,"mfeat-pixel","att134","Nominal"
20,"mfeat-pixel","att135","Nominal"
20,"mfeat-pixel","att136","Nominal"
20,"mfeat-pixel","att137","Nominal"
20,"mfeat-pixel","att138","Nominal"
20,"mfeat-pixel","att139","Nominal"
20,"mfeat-pixel","att140","Nominal"
20,"mfeat-pixel","att141","Nominal"
20,"mfeat-pixel","att142","Nominal"
20,"mfeat-pixel","att143","Nominal"
20,"mfeat-pixel","att144","Nominal"
20,"mfeat-pixel","att145","Nominal"
20,"mfeat-pixel","att146","Nominal"
20,"mfeat-pixel","att147","Nominal"
20,"mfeat-pixel","att148","Nominal"
20,"mfeat-pixel","att149","Nominal"
20,"mfeat-pixel","att150","Nominal"
20,"mfeat-pixel","att151","Nominal"
20,"mfeat-pixel","att152","Nominal"
20,"mfeat-pixel","att153","Nominal"
20,"mfeat-pixel","att154","Nominal"
20,"mfeat-pixel","att155","Nominal"
20,"mfeat-pixel","att156","Nominal"
20,"mfeat-pixel","att157","Nominal"
20,"mfeat-pixel","att158","Nominal"
20,"mfeat-pixel","att159","Nominal"
20,"mfeat-pixel","att160","Nominal"
20,"mfeat-pixel","att161","Nominal"
20,"mfeat-pixel","att162","Nominal"
20,"mfeat-pixel","att163","Nominal"
20,"mfeat-pixel","att164","Nominal"
20,"mfeat-pixel","att165","Nominal"
20,"mfeat-pixel","att166","Nominal"
20,"mfeat-pixel","att167","Nominal"
20,"mfeat-pixel","att168","Nominal"
20,"mfeat-pixel","att169","Nominal"
20,"mfeat-pixel","att170","Nominal"
